,country,date,model,precede,preValue
187693,4,2020-10-30,lanl,9,1228413.50188153
187666,4,2020-10-30,lanl,12,1100559.08669973
187560,4,2020-10-30,lanl,26,2344263.7978749
187587,4,2020-10-30,lanl,23,1211046.77605343
243533,4,2020-10-30,sjka,29,763412.0
42610,4,2020-10-30,l2,20,1308937.3846968613
42639,4,2020-10-30,l2,19,1285521.455639179
243736,4,2020-10-30,sjka,22,980301.0
42581,4,2020-10-30,l2,21,1339482.5399201282
243794,4,2020-10-30,sjka,20,1036738.0
42494,4,2020-10-30,l2,24,1314540.2367654357
42523,4,2020-10-30,l2,23,1325373.5658564763
42552,4,2020-10-30,l2,22,1321926.2375064243
243765,4,2020-10-30,sjka,21,1028347.0
243678,4,2020-10-30,sjka,24,757489.0
42784,4,2020-10-30,l2,14,1010924.3572065284
42813,4,2020-10-30,l2,13,982047.1810024576
42842,4,2020-10-30,l2,12,965907.470934029
42668,4,2020-10-30,l2,18,1227957.348437536
243707,4,2020-10-30,sjka,23,793696.0
42697,4,2020-10-30,l2,17,1132934.1719569492
42726,4,2020-10-30,l2,16,1090205.9015524022
42755,4,2020-10-30,l2,15,1066212.5608237293
243852,4,2020-10-30,sjka,18,1102240.0
243881,4,2020-10-30,sjka,17,920146.0
42378,4,2020-10-30,l2,28,738031.3429706127
42349,4,2020-10-30,l2,29,738353.0275623418
42465,4,2020-10-30,l2,25,1324761.0764920162
243823,4,2020-10-30,sjka,19,1054971.0
42436,4,2020-10-30,l2,26,905910.9967916512
42407,4,2020-10-30,l2,27,737467.3230010167
243997,4,2020-10-30,sjka,13,922255.0
243968,4,2020-10-30,sjka,14,928889.0
243939,4,2020-10-30,sjka,15,917635.0
243910,4,2020-10-30,sjka,16,910031.0
244026,4,2020-10-30,sjka,12,930693.0
42987,4,2020-10-30,l2,7,988664.0485468432
243591,4,2020-10-30,sjka,27,671165.0
43016,4,2020-10-30,l2,6,988034.6807559918
243562,4,2020-10-30,sjka,28,688290.0
42958,4,2020-10-30,l2,8,984603.5832593704
243620,4,2020-10-30,sjka,26,809707.0
243649,4,2020-10-30,sjka,25,125541.0
42871,4,2020-10-30,l2,11,959371.814881218
42900,4,2020-10-30,l2,10,964257.3877052516
42929,4,2020-10-30,l2,9,978462.9854141312
244229,4,2020-10-30,sjka,5,989420.0
244200,4,2020-10-30,sjka,6,981671.0
244171,4,2020-10-30,sjka,7,980187.0
244142,4,2020-10-30,sjka,8,980441.0
244113,4,2020-10-30,sjka,9,952844.0
244084,4,2020-10-30,sjka,10,934835.0
244055,4,2020-10-30,sjka,11,930759.0
43190,4,2020-10-30,l2,0,992673.1135003038
43161,4,2020-10-30,l2,1,993910.5371948568
244258,4,2020-10-30,sjka,4,987442.0
244374,4,2020-10-30,sjka,0,991557.0
43045,4,2020-10-30,l2,5,993448.7712260596
43074,4,2020-10-30,l2,4,999139.755854406
43103,4,2020-10-30,l2,3,990867.477833127
43132,4,2020-10-30,l2,2,991282.94283597
244345,4,2020-10-30,sjka,1,991729.0
244316,4,2020-10-30,sjka,2,988882.0
244287,4,2020-10-30,sjka,3,987135.0
130298,4,2020-10-30,l3,14,989902.7389807744
130327,4,2020-10-30,l3,13,991867.771594266
130356,4,2020-10-30,l3,12,989690.765036386
130269,4,2020-10-30,l3,15,983377.2629646524
130182,4,2020-10-30,l3,18,999285.386174307
130153,4,2020-10-30,l3,19,978843.5752681268
130124,4,2020-10-30,l3,20,969725.6354449368
130240,4,2020-10-30,l3,16,980486.3465369288
130211,4,2020-10-30,l3,17,991139.682537452
130095,4,2020-10-30,l3,21,986066.9994122996
130588,4,2020-10-30,l3,4,1003196.5726326876
130617,4,2020-10-30,l3,3,1000995.5270310394
130501,4,2020-10-30,l3,7,997929.0646763648
130559,4,2020-10-30,l3,5,1004136.294073486
130414,4,2020-10-30,l3,10,985176.1825495824
130385,4,2020-10-30,l3,11,986686.0976055596
130646,4,2020-10-30,l3,2,996610.5207695888
130472,4,2020-10-30,l3,8,992402.2857486842
130675,4,2020-10-30,l3,1,993278.2299903036
130704,4,2020-10-30,l3,0,992728.2336989486
130443,4,2020-10-30,l3,9,984783.5943711014
130530,4,2020-10-30,l3,6,1001172.6279865294
129979,4,2020-10-30,l3,25,822550.0562671755
130008,4,2020-10-30,l3,24,911926.822576208
129863,4,2020-10-30,l3,29,696781.4803479966
129892,4,2020-10-30,l3,28,698270.2714423654
129921,4,2020-10-30,l3,27,700125.4103407009
129950,4,2020-10-30,l3,26,727139.4040343099
130037,4,2020-10-30,l3,23,983340.5077783242
130066,4,2020-10-30,l3,22,997859.2436013996
243592,4,2020-10-31,sjka,28,678416.0
244404,4,2020-10-31,sjka,0,1016219.0
130444,4,2020-10-31,l3,10,1010033.8487724754
243563,4,2020-10-31,sjka,29,696681.0
243621,4,2020-10-31,sjka,27,826984.0
42698,4,2020-10-31,l2,18,1176593.8129543397
43162,4,2020-10-31,l2,2,1018867.347912343
42727,4,2020-10-31,l2,17,1128860.1094286249
43133,4,2020-10-31,l2,3,1015591.8700049112
244085,4,2020-10-31,sjka,11,952019.0
42756,4,2020-10-31,l2,16,1101286.5417275864
244056,4,2020-10-31,sjka,12,947830.0
244027,4,2020-10-31,sjka,13,947799.0
130415,4,2020-10-31,l3,11,1010518.2798539164
130386,4,2020-10-31,l3,12,1012151.802135882
42669,4,2020-10-31,l2,19,1280961.6451114316
42582,4,2020-10-31,l2,22,1400434.251955937
187720,4,2020-10-31,lanl,6,1086072.82848889
187747,4,2020-10-31,lanl,3,1058927.1
43220,4,2020-10-31,l2,0,1017570.7632790848
243911,4,2020-10-31,sjka,17,925878.0
42553,4,2020-10-31,l2,23,1381650.1254894526
130502,4,2020-10-31,l3,8,1024399.1585960152
187694,4,2020-10-31,lanl,10,1283594.28113973
43191,4,2020-10-31,l2,1,1017311.1429831238
42611,4,2020-10-31,l2,21,1367908.774637255
243969,4,2020-10-31,sjka,15,945426.0
243998,4,2020-10-31,sjka,14,938223.0
130473,4,2020-10-31,l3,9,1018354.729469251
243940,4,2020-10-31,sjka,16,933499.0
42640,4,2020-10-31,l2,20,1342916.9015305592
244114,4,2020-10-31,sjka,10,971983.0
42785,4,2020-10-31,l2,15,1038175.1429057238
130212,4,2020-10-31,l3,18,1017042.3696807236
244288,4,2020-10-31,sjka,4,1010196.0
129980,4,2020-10-31,l3,26,838755.8719457542
130009,4,2020-10-31,l3,25,933211.514308503
42959,4,2020-10-31,l2,9,1007404.0822331356
42930,4,2020-10-31,l2,10,1002033.153477122
244375,4,2020-10-31,sjka,1,1014941.0
130241,4,2020-10-31,l3,17,1005574.0138653415
129951,4,2020-10-31,l3,27,738479.9679748387
243882,4,2020-10-31,sjka,18,937350.0
244259,4,2020-10-31,sjka,5,1010429.0
130125,4,2020-10-31,l3,21,994284.1349457676
130067,4,2020-10-31,l3,23,1024466.3702683726
244346,4,2020-10-31,sjka,2,1015361.0
43017,4,2020-10-31,l2,7,1011292.8260083848
130096,4,2020-10-31,l3,22,1011792.4149263168
130154,4,2020-10-31,l3,20,1003963.1646555545
244317,4,2020-10-31,sjka,3,1012208.0
43046,4,2020-10-31,l2,6,1017476.153892542
130183,4,2020-10-31,l3,19,1025840.0196205284
130038,4,2020-10-31,l3,24,1009040.5039729032
42988,4,2020-10-31,l2,8,1012008.9469981816
130270,4,2020-10-31,l3,16,1008639.1327978204
243737,4,2020-10-31,sjka,23,1004968.0
243766,4,2020-10-31,sjka,22,1055989.0
244172,4,2020-10-31,sjka,8,1002065.0
42843,4,2020-10-31,l2,13,987912.2288524972
130328,4,2020-10-31,l3,14,1017750.0731474078
243679,4,2020-10-31,sjka,25,766513.0
244143,4,2020-10-31,sjka,9,1002656.0
243708,4,2020-10-31,sjka,24,804195.0
42814,4,2020-10-31,l2,14,1005930.8365022552
130357,4,2020-10-31,l3,13,1015399.2680732872
43104,4,2020-10-31,l2,4,1015092.8881492424
243650,4,2020-10-31,sjka,26,126506.0
244230,4,2020-10-31,sjka,6,1012540.0
42524,4,2020-10-31,l2,24,1385209.864563903
42901,4,2020-10-31,l2,11,986079.5610758004
243853,4,2020-10-31,sjka,19,1139022.0
129922,4,2020-10-31,l3,28,710200.8119324859
129893,4,2020-10-31,l3,29,708265.206799467
43075,4,2020-10-31,l2,5,1025529.136269151
244201,4,2020-10-31,sjka,7,1003710.0
243795,4,2020-10-31,sjka,21,1064957.0
130299,4,2020-10-31,l3,15,1015630.2482444276
42872,4,2020-10-31,l2,12,980611.1564418364
243824,4,2020-10-31,sjka,20,1084629.0
187667,4,2020-10-31,lanl,13,1131675.97860992
42408,4,2020-10-31,l2,28,749570.2635866981
42379,4,2020-10-31,l2,29,750144.3784295338
130734,4,2020-10-31,l3,0,1017627.7422998697
130705,4,2020-10-31,l3,1,1017690.4259223868
42437,4,2020-10-31,l2,27,929812.161979459
187614,4,2020-10-31,lanl,20,1113178.43721098
130560,4,2020-10-31,l3,6,1031279.7591685494
187588,4,2020-10-31,lanl,24,1245375.18195101
130647,4,2020-10-31,l3,3,1022568.3477414192
187561,4,2020-10-31,lanl,27,2457645.30648292
130618,4,2020-10-31,l3,4,1027794.0445558076
130589,4,2020-10-31,l3,5,1030244.80963808
130676,4,2020-10-31,l3,2,1018407.777847752
42495,4,2020-10-31,l2,25,1373594.5116516484
187641,4,2020-10-31,lanl,17,1289609.84249622
130531,4,2020-10-31,l3,7,1027978.4460728576
42466,4,2020-10-31,l2,26,1384462.5374316222
42525,4,2020-11-01,l2,25,1448063.1547370865
43192,4,2020-11-01,l2,2,1042371.547949947
42496,4,2020-11-01,l2,26,1435632.7701502144
42554,4,2020-11-01,l2,24,1444386.237439942
42641,4,2020-11-01,l2,21,1403227.073955577
43047,4,2020-11-01,l2,7,1041870.6991603472
43076,4,2020-11-01,l2,6,1052599.9466537817
42467,4,2020-11-01,l2,27,1447175.3987693782
43163,4,2020-11-01,l2,3,1044288.1730753216
42438,4,2020-11-01,l2,28,954423.6576063392
43134,4,2020-11-01,l2,4,1040280.6630974289
42583,4,2020-11-01,l2,23,1464448.2905501325
42612,4,2020-11-01,l2,22,1429861.2213985112
43105,4,2020-11-01,l2,5,1039688.9239346732
42757,4,2020-11-01,l2,17,1137787.2321858637
243825,4,2020-11-01,sjka,21,1114628.0
42931,4,2020-11-01,l2,11,1026032.1697611468
42728,4,2020-11-01,l2,18,1169269.583193875
42873,4,2020-11-01,l2,13,1002103.7377980712
243854,4,2020-11-01,sjka,20,1176799.0
42902,4,2020-11-01,l2,12,1008197.4670901548
243593,4,2020-11-01,sjka,29,685621.0
243767,4,2020-11-01,sjka,23,1083943.0
243709,4,2020-11-01,sjka,25,814603.0
243738,4,2020-11-01,sjka,24,1029913.0
42815,4,2020-11-01,l2,15,1030262.6757406788
42844,4,2020-11-01,l2,14,1010225.5933240968
42409,4,2020-11-01,l2,29,761872.7462775854
243796,4,2020-11-01,sjka,22,1093493.0
243622,4,2020-11-01,sjka,28,844641.0
42786,4,2020-11-01,l2,16,1066135.9393657877
243680,4,2020-11-01,sjka,26,775449.0
243651,4,2020-11-01,sjka,27,127463.0
42670,4,2020-11-01,l2,20,1336679.4998537877
42989,4,2020-11-01,l2,9,1035664.1527679844
43018,4,2020-11-01,l2,8,1034854.2296550242
243883,4,2020-11-01,sjka,19,954486.0
42699,4,2020-11-01,l2,19,1222393.575676069
42960,4,2020-11-01,l2,10,1030471.495360742
130706,4,2020-11-01,l3,2,1043280.293494876
130735,4,2020-11-01,l3,1,1043183.351643641
130764,4,2020-11-01,l3,0,1041456.7380415944
187562,4,2020-11-01,lanl,28,2601054.59349107
130619,4,2020-11-01,l3,5,1055310.0083849104
130648,4,2020-11-01,l3,4,1049202.2751226446
130677,4,2020-11-01,l3,3,1044173.0933647075
187748,4,2020-11-01,lanl,4,1087852.43
187721,4,2020-11-01,lanl,7,1122175.18662275
243912,4,2020-11-01,sjka,18,941605.0
187695,4,2020-11-01,lanl,11,1343063.35413954
130503,4,2020-11-01,l3,9,1051571.3724327134
187774,4,2020-11-01,lanl,0,1068257.03
243970,4,2020-11-01,sjka,16,961825.0
243941,4,2020-11-01,sjka,17,949220.0
187615,4,2020-11-01,lanl,21,1142603.66948701
130561,4,2020-11-01,l3,7,1059156.9570265096
187589,4,2020-11-01,lanl,25,1285618.44090208
130590,4,2020-11-01,l3,6,1058022.322585055
187668,4,2020-11-01,lanl,14,1166220.32844375
187642,4,2020-11-01,lanl,18,1342654.17073921
130532,4,2020-11-01,l3,8,1055501.9744353124
243999,4,2020-11-01,sjka,15,954040.0
130474,4,2020-11-01,l3,10,1044985.8589856344
244231,4,2020-11-01,sjka,7,1035905.0
130271,4,2020-11-01,l3,17,1034549.9520133889
129923,4,2020-11-01,l3,29,720421.2071436087
244376,4,2020-11-01,sjka,2,1038587.0
130300,4,2020-11-01,l3,16,1042026.413838492
244405,4,2020-11-01,sjka,1,1039821.0
130329,4,2020-11-01,l3,15,1044307.7606268524
244202,4,2020-11-01,sjka,8,1025915.0
244318,4,2020-11-01,sjka,4,1035792.0
130068,4,2020-11-01,l3,24,1051782.9549014985
130155,4,2020-11-01,l3,21,1029727.3859197372
130126,4,2020-11-01,l3,22,1019464.5834553872
130097,4,2020-11-01,l3,23,1038188.9785507212
244347,4,2020-11-01,sjka,3,1039274.0
244173,4,2020-11-01,sjka,9,1024111.0
244260,4,2020-11-01,sjka,6,1033650.0
129952,4,2020-11-01,l3,28,749997.4008758112
130242,4,2020-11-01,l3,18,1031303.5983955635
129981,4,2020-11-01,l3,27,855280.9733137654
130213,4,2020-11-01,l3,19,1043622.0039920516
244289,4,2020-11-01,sjka,5,1033497.0
130184,4,2020-11-01,l3,20,1053100.3058934624
130039,4,2020-11-01,l3,25,1035412.1798137258
130010,4,2020-11-01,l3,26,954992.998207585
244028,4,2020-11-01,sjka,14,964811.0
244115,4,2020-11-01,sjka,11,991116.0
130358,4,2020-11-01,l3,14,1041775.5828668976
43221,4,2020-11-01,l2,1,1042695.5207252848
130416,4,2020-11-01,l3,12,1036512.2624830812
43250,4,2020-11-01,l2,0,1038536.0636410064
244086,4,2020-11-01,sjka,12,969095.0
244057,4,2020-11-01,sjka,13,964807.0
130387,4,2020-11-01,l3,13,1038274.7593718016
244434,4,2020-11-01,sjka,0,1037325.0
130445,4,2020-11-01,l3,11,1035931.5300308544
244144,4,2020-11-01,sjka,10,1025086.0
244348,4,2020-11-02,sjka,4,1063440.0
244435,4,2020-11-02,sjka,1,1059813.0
244406,4,2020-11-02,sjka,2,1063649.0
244464,4,2020-11-02,sjka,0,1060864.0
244377,4,2020-11-02,sjka,3,1062463.0
244145,4,2020-11-02,sjka,11,1047723.0
243710,4,2020-11-02,sjka,26,824914.0
243681,4,2020-11-02,sjka,27,784294.0
244116,4,2020-11-02,sjka,12,1010225.0
243739,4,2020-11-02,sjka,25,1055095.0
243652,4,2020-11-02,sjka,28,128410.0
244203,4,2020-11-02,sjka,9,1048275.0
243797,4,2020-11-02,sjka,23,1122289.0
244174,4,2020-11-02,sjka,10,1046315.0
243768,4,2020-11-02,sjka,24,1112156.0
244029,4,2020-11-02,sjka,15,981708.0
243913,4,2020-11-02,sjka,19,957197.0
243942,4,2020-11-02,sjka,18,964785.0
243971,4,2020-11-02,sjka,17,978074.0
244000,4,2020-11-02,sjka,16,969692.0
244058,4,2020-11-02,sjka,14,981673.0
243623,4,2020-11-02,sjka,29,862671.0
244087,4,2020-11-02,sjka,13,986044.0
244319,4,2020-11-02,sjka,5,1059606.0
244290,4,2020-11-02,sjka,6,1057006.0
243884,4,2020-11-02,sjka,20,971538.0
244232,4,2020-11-02,sjka,8,1059483.0
243826,4,2020-11-02,sjka,22,1144908.0
244261,4,2020-11-02,sjka,7,1057074.0
243855,4,2020-11-02,sjka,21,1215533.0
130040,4,2020-11-02,l3,26,1062473.0899161212
130011,4,2020-11-02,l3,27,977282.869576787
130069,4,2020-11-02,l3,25,1079827.914635725
130098,4,2020-11-02,l3,24,1065274.1998097345
129982,4,2020-11-02,l3,28,872131.6509124258
129953,4,2020-11-02,l3,29,761694.4612093222
130214,4,2020-11-02,l3,20,1070896.276974476
130243,4,2020-11-02,l3,19,1057691.5248389314
130156,4,2020-11-02,l3,22,1056152.781936839
130185,4,2020-11-02,l3,21,1081084.996745523
130127,4,2020-11-02,l3,23,1045282.7319592969
43106,4,2020-11-02,l2,6,1064651.2695784809
43135,4,2020-11-02,l2,5,1065345.575948628
43164,4,2020-11-02,l2,4,1070174.9213052352
43077,4,2020-11-02,l2,7,1080369.343655624
43019,4,2020-11-02,l2,9,1058714.7548006414
43048,4,2020-11-02,l2,8,1066630.997388278
43280,4,2020-11-02,l2,0,1061779.9623612931
43251,4,2020-11-02,l2,1,1062427.5721030212
43193,4,2020-11-02,l2,3,1067853.420445458
43222,4,2020-11-02,l2,2,1068249.882728546
187749,4,2020-11-02,lanl,5,1120527.08
130678,4,2020-11-02,l3,4,1070590.261212456
187722,4,2020-11-02,lanl,8,1156791.9837394
187696,4,2020-11-02,lanl,12,1403308.37119031
130504,4,2020-11-02,l3,10,1079464.3299351854
187775,4,2020-11-02,lanl,1,1102087.19
130707,4,2020-11-02,l3,3,1069513.619338857
130475,4,2020-11-02,l3,11,1072313.422700043
187616,4,2020-11-02,lanl,22,1178226.55054924
130562,4,2020-11-02,l3,8,1087787.7216577055
130620,4,2020-11-02,l3,6,1083562.6258942457
187563,4,2020-11-02,lanl,29,2709408.17693669
187590,4,2020-11-02,lanl,26,1334345.03860273
130591,4,2020-11-02,l3,7,1086548.7742486345
187669,4,2020-11-02,lanl,15,1203690.39802812
130649,4,2020-11-02,l3,5,1076529.9126987092
187643,4,2020-11-02,lanl,19,1388437.24977648
130533,4,2020-11-02,l3,9,1083762.4293514497
130736,4,2020-11-02,l3,2,1069380.7370925485
130330,4,2020-11-02,l3,16,1071558.457896092
130272,4,2020-11-02,l3,18,1061126.391400326
130301,4,2020-11-02,l3,17,1069108.6140984923
130417,4,2020-11-02,l3,13,1063174.899154821
130765,4,2020-11-02,l3,1,1067283.375378986
130446,4,2020-11-02,l3,12,1062493.2384358249
130359,4,2020-11-02,l3,15,1068837.0566949565
130794,4,2020-11-02,l3,0,1065601.5201003056
130388,4,2020-11-02,l3,14,1065071.9325635794
42497,4,2020-11-02,l2,27,1500789.113154858
42555,4,2020-11-02,l2,25,1510269.4681179966
42584,4,2020-11-02,l2,24,1531661.5253834545
42526,4,2020-11-02,l2,26,1514068.767538405
42468,4,2020-11-02,l2,28,1513034.9455429174
42439,4,2020-11-02,l2,29,979761.9518041386
42845,4,2020-11-02,l2,15,1032846.0541451148
42874,4,2020-11-02,l2,14,1023845.9805344788
42816,4,2020-11-02,l2,16,1055047.1551361764
42758,4,2020-11-02,l2,18,1175776.9504522567
42787,4,2020-11-02,l2,17,1094824.5556470228
42961,4,2020-11-02,l2,11,1053800.2657082914
42990,4,2020-11-02,l2,10,1059625.8162003
42903,4,2020-11-02,l2,13,1030609.106561348
42932,4,2020-11-02,l2,12,1050463.698642498
42700,4,2020-11-02,l2,20,1270435.5054340346
42729,4,2020-11-02,l2,19,1211516.517408637
42642,4,2020-11-02,l2,22,1466582.6288517693
42671,4,2020-11-02,l2,21,1395234.5703380129
42613,4,2020-11-02,l2,23,1494928.0808157967
244088,4,2020-11-03,sjka,14,1002844.0
244059,4,2020-11-03,sjka,15,998405.0
244030,4,2020-11-03,sjka,16,998474.0
244001,4,2020-11-03,sjka,17,985168.0
244117,4,2020-11-03,sjka,13,1029281.0
244204,4,2020-11-03,sjka,10,1070762.0
244175,4,2020-11-03,sjka,11,1068647.0
244146,4,2020-11-03,sjka,12,1070539.0
243943,4,2020-11-03,sjka,19,980179.0
243914,4,2020-11-03,sjka,20,972640.0
244436,4,2020-11-03,sjka,2,1082196.0
244407,4,2020-11-03,sjka,3,1087677.0
244465,4,2020-11-03,sjka,1,1083797.0
244494,4,2020-11-03,sjka,0,1079237.0
244378,4,2020-11-03,sjka,4,1086544.0
244291,4,2020-11-03,sjka,7,1080696.0
244233,4,2020-11-03,sjka,9,1083250.0
244262,4,2020-11-03,sjka,8,1080673.0
244349,4,2020-11-03,sjka,5,1087832.0
244320,4,2020-11-03,sjka,6,1083621.0
243972,4,2020-11-03,sjka,18,994156.0
43194,4,2020-11-03,l2,4,1093755.4765556825
43223,4,2020-11-03,l2,3,1094233.1013050987
43252,4,2020-11-03,l2,2,1086447.734193279
43281,4,2020-11-03,l2,1,1085606.480339366
43310,4,2020-11-03,l2,0,1080042.7871718982
130737,4,2020-11-03,l3,3,1096236.0155218963
43078,4,2020-11-03,l2,8,1108854.9037225766
43107,4,2020-11-03,l2,7,1089975.1322101392
130766,4,2020-11-03,l3,2,1093750.476378278
43136,4,2020-11-03,l2,6,1090782.3993759905
43165,4,2020-11-03,l2,5,1096529.225102911
130708,4,2020-11-03,l3,4,1096406.5832390029
130099,4,2020-11-03,l3,25,1093066.0450320223
130650,4,2020-11-03,l3,6,1104569.3289214624
130128,4,2020-11-03,l3,24,1071754.730339918
130157,4,2020-11-03,l3,23,1083256.3201148547
130070,4,2020-11-03,l3,26,1108620.6710164263
130679,4,2020-11-03,l3,5,1097675.772998131
129983,4,2020-11-03,l3,29,889314.3192186941
130012,4,2020-11-03,l3,28,1000092.9943578864
130041,4,2020-11-03,l3,27,1090241.2476922905
42759,4,2020-11-03,l2,19,1215320.855317759
42788,4,2020-11-03,l2,18,1124259.228707269
42817,4,2020-11-03,l2,17,1080288.6671271392
42846,4,2020-11-03,l2,16,1055771.924946141
42614,4,2020-11-03,l2,24,1563249.3513947877
42556,4,2020-11-03,l2,26,1579441.4407789654
42527,4,2020-11-03,l2,27,1583368.7654683988
42643,4,2020-11-03,l2,23,1533120.6626889708
42672,4,2020-11-03,l2,22,1456756.4087136197
42701,4,2020-11-03,l2,21,1320826.473415438
42469,4,2020-11-03,l2,29,1582183.1682518474
42730,4,2020-11-03,l2,20,1255687.0145049973
42498,4,2020-11-03,l2,28,1569204.2674461857
42875,4,2020-11-03,l2,15,1045834.1212659908
42991,4,2020-11-03,l2,11,1083889.8342938945
43020,4,2020-11-03,l2,10,1082870.0103022498
130795,4,2020-11-03,l3,1,1091760.8745623706
43049,4,2020-11-03,l2,9,1091755.407015651
130824,4,2020-11-03,l3,0,1085626.8936851942
42904,4,2020-11-03,l2,14,1053312.3004231667
42933,4,2020-11-03,l2,13,1075331.321962941
42962,4,2020-11-03,l2,12,1077384.583827617
187670,4,2020-11-03,lanl,16,1241128.79983555
130186,4,2020-11-03,l3,22,1109813.342231129
42585,4,2020-11-03,l2,25,1602217.7243271752
243682,4,2020-11-03,sjka,28,793043.0
243653,4,2020-11-03,sjka,29,129349.0
130331,4,2020-11-03,l3,17,1099520.2487046672
243740,4,2020-11-03,sjka,26,1080473.0
130302,4,2020-11-03,l3,18,1096894.6790217904
187644,4,2020-11-03,lanl,20,1435948.5022242
243711,4,2020-11-03,sjka,27,835122.0
130534,4,2020-11-03,l3,10,1112779.5416035438
130592,4,2020-11-03,l3,8,1115844.3575525796
187591,4,2020-11-03,lanl,27,1384850.52746573
187776,4,2020-11-03,lanl,2,1138286.45
130418,4,2020-11-03,l3,14,1090523.3899355892
187617,4,2020-11-03,lanl,23,1208978.69439743
130447,4,2020-11-03,l3,13,1089735.9999151905
130360,4,2020-11-03,l3,16,1096601.4874532698
130563,4,2020-11-03,l3,9,1117192.423218588
130476,4,2020-11-03,l3,12,1100355.6331555042
130389,4,2020-11-03,l3,15,1092560.7227715566
187723,4,2020-11-03,lanl,9,1188369.12930384
130273,4,2020-11-03,l3,19,1088385.5500016548
243856,4,2020-11-03,sjka,22,1255182.0
187697,4,2020-11-03,lanl,13,1452038.64977355
130505,4,2020-11-03,l3,11,1108097.1488475667
243827,4,2020-11-03,sjka,23,1175404.0
130244,4,2020-11-03,l3,20,1084754.638165254
130621,4,2020-11-03,l3,7,1112571.6186769935
130215,4,2020-11-03,l3,21,1098883.3424851098
187750,4,2020-11-03,lanl,6,1156333.52
243885,4,2020-11-03,sjka,21,988487.0
243798,4,2020-11-03,sjka,24,1151288.0
243769,4,2020-11-03,sjka,25,1140575.0
243828,4,2020-11-04,sjka,24,1206051.0
243886,4,2020-11-04,sjka,22,1005313.0
42528,4,2020-11-04,l2,28,1656112.2679399922
42557,4,2020-11-04,l2,27,1652050.8319577714
243857,4,2020-11-04,sjka,23,1295695.0
243799,4,2020-11-04,sjka,25,1180430.0
243770,4,2020-11-04,sjka,26,1169142.0
243712,4,2020-11-04,sjka,28,845223.0
42499,4,2020-11-04,l2,29,1641025.9093783584
243741,4,2020-11-04,sjka,27,1106001.0
243683,4,2020-11-04,sjka,29,801694.0
130622,4,2020-11-04,l3,8,1142357.2363101724
130216,4,2020-11-04,l3,22,1127601.8288184106
130187,4,2020-11-04,l3,23,1139305.103948395
130245,4,2020-11-04,l3,21,1112510.2143559498
130593,4,2020-11-04,l3,9,1145929.8098632907
130303,4,2020-11-04,l3,19,1125402.9020062431
130274,4,2020-11-04,l3,20,1116344.966115825
130158,4,2020-11-04,l3,24,1111055.4032881674
130013,4,2020-11-04,l3,29,1023435.5154479012
130680,4,2020-11-04,l3,6,1125446.5375600285
130129,4,2020-11-04,l3,25,1098897.1374787395
130100,4,2020-11-04,l3,26,1121582.9492682235
130651,4,2020-11-04,l3,7,1133339.0628556309
130071,4,2020-11-04,l3,27,1138181.163449106
130042,4,2020-11-04,l3,28,1118735.1373421422
187804,4,2020-11-04,lanl,0,1131945.12
130477,4,2020-11-04,l3,13,1129131.1791736726
130448,4,2020-11-04,l3,14,1117677.2769485132
187777,4,2020-11-04,lanl,3,1173860.22
130535,4,2020-11-04,l3,11,1142573.5702541529
187671,4,2020-11-04,lanl,17,1280694.53862026
130506,4,2020-11-04,l3,12,1137489.454012645
187698,4,2020-11-04,lanl,14,1514667.35692222
187645,4,2020-11-04,lanl,21,1486746.9685614
187724,4,2020-11-04,lanl,10,1222734.59892291
187751,4,2020-11-04,lanl,7,1192091.94
187592,4,2020-11-04,lanl,28,1411331.19649829
130332,4,2020-11-04,l3,18,1128211.6886886666
187618,4,2020-11-04,lanl,24,1249640.94181899
130419,4,2020-11-04,l3,15,1118575.377336315
130390,4,2020-11-04,l3,16,1120758.9801657363
130564,4,2020-11-04,l3,10,1147391.982504631
130361,4,2020-11-04,l3,17,1125087.135361106
42586,4,2020-11-04,l2,26,1676267.8799432532
130709,4,2020-11-04,l3,5,1123975.7718213382
42847,4,2020-11-04,l2,17,1079001.3430762864
42789,4,2020-11-04,l2,19,1154458.63318717
42818,4,2020-11-04,l2,18,1105991.5370546766
42905,4,2020-11-04,l2,15,1076304.690202443
130854,4,2020-11-04,l3,0,1104342.3162038384
42876,4,2020-11-04,l2,16,1068064.2144192918
42673,4,2020-11-04,l2,23,1521380.7601312625
42644,4,2020-11-04,l2,24,1602985.0308445564
42615,4,2020-11-04,l2,25,1634971.996923101
42760,4,2020-11-04,l2,20,1256487.078519314
42731,4,2020-11-04,l2,21,1301871.2708691452
42702,4,2020-11-04,l2,22,1373678.4070922467
42934,4,2020-11-04,l2,14,1100638.535964136
43166,4,2020-11-04,l2,6,1123352.431740389
130738,4,2020-11-04,l3,4,1123765.7085488725
43137,4,2020-11-04,l2,7,1116586.456484494
43108,4,2020-11-04,l2,8,1115655.2379887411
43195,4,2020-11-04,l2,5,1120076.0484483463
43340,4,2020-11-04,l2,0,1099566.9291728367
43311,4,2020-11-04,l2,1,1103099.4161638615
43282,4,2020-11-04,l2,2,1109511.4095252038
43253,4,2020-11-04,l2,3,1110574.0335475942
43224,4,2020-11-04,l2,4,1120644.061784221
130767,4,2020-11-04,l3,3,1120873.9236221258
130825,4,2020-11-04,l3,1,1110947.4719323977
42963,4,2020-11-04,l2,13,1101218.393754346
